,index,column,importance
404,3286,numsOf_GRZHSNJZYE_HDZYF_multi,74.0
405,3586,numsOf_GRZHYE_diff_GRZHSNJZYE_HDZYF_multi,73.0
406,225,GRZHZT_in_DWJJLX_prop,73.0
407,3222,numsOf_GRZHYE_HDZYF_multi,73.0
408,2924,HDSYYFZE_JS_YE_std,73.0
409,2761,HDZYFZE_GRZHYE_std,73.0
410,2928,HDSYYFZE_HDSYYF_HDZYF_mean,73.0
411,2530,HDZYF_GRZHYE_diff_GRZHDNGJYE1_mean,73.0
412,2810,HDZYFZE_YEARPURINCM_std,73.0
413,1691,GRZHDNGJYE_GRYJCE_std,73.0
414,1940,DKFFE_HDSYYF_HDZYF_mean,72.0
415,2535,HDZYF_GRZHYE_diff_GRZHSNJZYE1_mean,72.0
416,2531,HDZYF_GRZHYE_diff_GRZHDNGJYE1_std,72.0
417,2795,HDZYFZE_GRZHYE_diff_GRZHSNJZYE_std,72.0
418,2564,HDZYF_JS_YE_sum,71.0
419,1982,DKYE_GRZHYE_diff_GRZHSNJZYE_max,71.0
420,2011,DKYE_HDYF_std,71.0
421,1688,GRZHDNGJYE_GRZHSNJZYE_min,71.0
422,2033,DKYE_HDSYYF_HDZYF_min,71.0
423,3571,numsOf_DKLL_HDSYYF_HDZYF_div,71.0
424,464,DWSSHY_GRZHSNJZYE_max,71.0
425,3304,numsOf_GRZHSNJZYE_JS_YE_add,71.0
426,3479,numsOf_DKFFE_HDSYYF_HDZYF_div,71.0
427,1762,GRZHDNGJYE_HDSYYF_HDZYF_max,70.0
428,259,DWSSHY_SNZS_count,70.0
429,536,DWSSHY_JS_YE_max,70.0
430,299,YEZS_in_ZHZS_prop,70.0
431,3566,numsOf_DKLL_JS_YE_multi,70.0
432,2532,HDZYF_GRZHYE_diff_GRZHDNGJYE1_max,70.0
433,1583,GRZHYE_HDSYYF_HDZYF_min,70.0
434,3486,numsOf_DKYE_GRZHYE_diff_GRZHSNJZYE_multi,70.0
435,2570,HDZYF_HDSYYF_HDZYF_mean,69.0
436,2001,DKYE_HDZYF_std,69.0
437,1870,DKFFE_GRZHDNGJYE_mean,69.0
438,1990,DKYE_GRZHYE_diff_GRZHSNJZYE1_mean,69.0
439,1953,DKYE_GRZHYE_min,69.0
440,1825,GRYJCE_HDSYYF_mean,68.0
441,3595,numsOf_GRZHYE_diff_GRZHSNJZYE_HDYF_div,68.0
442,3113,numsOf_GRJCJS_GRZHSNJZYE_diff,68.0
443,1499,GRZHYE_GRZHSNJZYE_sum,68.0
444,305,YEZS_in_SNZS_prop,68.0
445,1813,GRYJCE_GRZHYE_diff_GRZHSNJZYE1_min,68.0
446,3174,numsOf_GRJCJS_JS_YE_multi,68.0
447,3471,numsOf_DKFFE_HDSYYFZE_div,68.0
448,1408,GRJCJS_GRZHYE_min,68.0
449,2,DWJJLX,67.0
450,2542,HDZYF_YEARPURINCM_max,67.0
451,3663,numsOf_GRZHYE_diff_GRZHSNJZYE1_HDYF_div,67.0
452,1836,GRYJCE_HDZYFZE_std,67.0
453,1861,DKFFE_GRZHYE_std,67.0
454,1701,GRZHDNGJYE_DKYE_std,67.0
455,3156,numsOf_GRJCJS_HDSYYF_add,67.0
456,1921,DKFFE_HDYF_std,67.0
457,3374,numsOf_GRYJCE_DKFFE_multi,67.0
